DBN,School Name,Year,Total Enrollment,Grade 3K,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
21K525,Edward R. Murrow High School,2017-18,3789,0,0,0,0,0,0,0,0,0,0,0,1113,1022,795,859,2207,0.582,1581,0.417,954,0.252,863,0.228,790,0.208,13,0.003,14,0.004,1041,0.275,114,0.03,699,0.184,322,0.085,"2,690",71.0%,67.6%
21K525,Edward R. Murrow High School,2018-19,3693,0,0,0,0,0,0,0,0,0,0,0,1116,1016,751,810,2137,0.579,1556,0.421,923,0.25,807,0.219,713,0.193,25,0.007,16,0.004,1103,0.299,106,0.029,679,0.184,328,0.089,"2,485",67.3%,65.5%
21K525,Edward R. Murrow High School,2019-20,3560,0,0,0,0,0,0,0,0,0,0,0,1062,1016,705,777,2029,0.57,1531,0.43,955,0.268,706,0.198,673,0.189,32,0.009,20,0.006,1063,0.299,111,0.031,663,0.186,312,0.088,"2,331",65.5%,66.4%
21K525,Edward R. Murrow High School,2020-21,3691,0,0,0,0,0,0,0,0,0,0,0,1136,1058,744,753,2106,0.571,1585,0.429,1012,0.274,650,0.176,711,0.193,44,0.012,21,0.006,1138,0.308,115,0.031,659,0.179,461,0.125,"2,503",67.8%,64.9%
21K525,Edward R. Murrow High School,2021-22,3659,0,0,0,0,0,0,0,0,0,0,0,1138,1051,730,740,2084,0.57,1575,0.43,975,0.266,661,0.181,743,0.203,58,0.016,22,0.006,1101,0.301,99,0.027,670,0.183,314,0.086,"2,441",66.7%,63.8%
21K540,John Dewey High School,2017-18,2309,0,0,0,0,0,0,0,0,0,0,0,647,666,454,542,1129,0.489,1177,0.51,750,0.325,747,0.324,498,0.216,5,0.002,15,0.006,262,0.113,32,0.014,297,0.129,402,0.174,"1,944",84.2%,80.6%
21K540,John Dewey High School,2018-19,2203,0,0,0,0,0,0,0,0,0,0,0,586,590,535,492,1105,0.502,1098,0.498,678,0.308,689,0.313,507,0.23,7,0.003,16,0.007,282,0.128,24,0.011,284,0.129,390,0.177,"1,826",82.9%,80.0%
21K540,John Dewey High School,2019-20,2199,0,0,0,0,0,0,0,0,0,0,0,614,582,498,505,1117,0.508,1082,0.492,640,0.291,644,0.293,552,0.251,7,0.003,10,0.005,324,0.147,22,0.01,290,0.132,397,0.181,"1,805",82.1%,82.9%
21K540,John Dewey High School,2020-21,2276,0,0,0,0,0,0,0,0,0,0,0,648,599,510,519,1172,0.515,1104,0.485,637,0.28,651,0.286,593,0.261,9,0.004,11,0.005,349,0.153,26,0.011,340,0.149,443,0.195,"1,898",83.4%,81.2%
21K540,John Dewey High School,2021-22,2196,0,0,0,0,0,0,0,0,0,0,0,658,591,462,485,1143,0.52,1053,0.48,613,0.279,553,0.252,624,0.284,14,0.006,14,0.006,358,0.163,20,0.009,355,0.162,371,0.169,"1,847",84.1%,80.0%
21K559,Life Academy High School for Film and Music,2017-18,303,0,0,0,0,0,0,0,0,0,0,0,96,73,81,53,156,0.515,147,0.485,36,0.119,110,0.363,103,0.34,3,0.01,4,0.013,46,0.152,1,0.003,66,0.218,21,0.069,235,77.6%,77.1%
21K559,Life Academy High School for Film and Music,2018-19,286,0,0,0,0,0,0,0,0,0,0,0,71,88,55,72,145,0.507,141,0.493,33,0.115,89,0.311,119,0.416,1,0.003,3,0.01,40,0.14,1,0.003,70,0.245,28,0.098,225,78.7%,79.1%
21K559,Life Academy High School for Film and Music,2019-20,278,0,0,0,0,0,0,0,0,0,0,0,74,75,71,58,152,0.547,126,0.453,36,0.129,83,0.299,115,0.414,1,0.004,3,0.011,40,0.144,0,0,58,0.209,40,0.144,236,84.9%,84.4%
21K559,Life Academy High School for Film and Music,2020-21,254,0,0,0,0,0,0,0,0,0,0,0,44,76,72,62,129,0.508,125,0.492,24,0.094,83,0.327,120,0.472,3,0.012,0,0,23,0.091,1,0.004,60,0.236,39,0.154,205,80.7%,84.0%
21K559,Life Academy High School for Film and Music,2021-22,263,0,0,0,0,0,0,0,0,0,0,0,71,56,73,63,139,0.529,124,0.471,24,0.091,55,0.209,140,0.532,5,0.019,2,0.008,37,0.141,0,0,57,0.217,80,0.304,213,81.0%,84.7%
21K572,Leaders High School,2017-18,347,0,0,0,0,0,0,0,0,0,0,0,93,92,84,78,159,0.458,188,0.542,62,0.179,63,0.182,119,0.343,2,0.006,6,0.017,88,0.254,7,0.02,73,0.21,69,0.199,288,83.0%,80.4%
21K572,Leaders High School,2018-19,378,0,0,0,0,0,0,0,0,0,0,0,108,91,89,90,182,0.481,196,0.519,59,0.156,68,0.18,136,0.36,3,0.008,6,0.016,100,0.265,6,0.016,76,0.201,59,0.156,293,77.5%,77.3%
21K572,Leaders High School,2019-20,387,0,0,0,0,0,0,0,0,0,0,0,104,96,89,98,181,0.468,206,0.532,61,0.158,70,0.181,147,0.38,3,0.008,3,0.008,93,0.24,10,0.026,81,0.209,56,0.145,297,76.7%,77.9%
21K572,Leaders High School,2020-21,400,0,0,0,0,0,0,0,0,0,0,0,115,98,91,96,185,0.463,215,0.538,54,0.135,63,0.157,166,0.415,3,0.007,1,0.002,104,0.26,9,0.023,88,0.22,56,0.14,300,75.0%,76.4%
21K572,Leaders High School,2021-22,378,0,0,0,0,0,0,0,0,0,0,0,93,102,95,88,173,0.458,205,0.542,74,0.196,54,0.143,152,0.402,3,0.008,1,0.003,88,0.233,6,0.016,77,0.204,51,0.135,281,74.3%,74.5%
21K620,William E. Grady Career and Technical Education Hi,2017-18,458,0,0,0,0,0,0,0,0,0,0,0,147,130,65,116,97,0.212,361,0.788,23,0.05,277,0.605,105,0.229,3,0.007,4,0.009,42,0.092,4,0.009,160,0.349,36,0.079,412,90.0%,77.8%
21K620,William E. Grady Career and Technical Education Hi,2018-19,412,0,0,0,0,0,0,0,0,0,0,0,132,141,66,73,96,0.233,316,0.767,19,0.046,230,0.558,102,0.248,4,0.01,4,0.01,49,0.119,4,0.01,163,0.396,28,0.068,368,89.3%,81.7%
21K620,William E. Grady Career and Technical Education Hi,2019-20,453,0,0,0,0,0,0,0,0,0,0,0,184,127,69,73,120,0.265,333,0.735,23,0.051,230,0.508,123,0.272,5,0.011,3,0.007,68,0.15,1,0.002,170,0.375,36,0.079,400,88.3%,84.7%
21K620,William E. Grady Career and Technical Education Hi,2020-21,511,0,0,0,0,0,0,0,0,0,0,0,197,166,76,72,145,0.284,366,0.716,47,0.092,233,0.456,146,0.286,4,0.008,0,0,75,0.147,6,0.012,190,0.372,58,0.114,444,86.9%,83.0%
21K620,William E. Grady Career and Technical Education Hi,2021-22,581,0,0,0,0,0,0,0,0,0,0,0,234,158,107,82,156,0.269,425,0.731,60,0.103,242,0.417,168,0.289,4,0.007,2,0.003,97,0.167,8,0.014,209,0.36,74,0.127,468,80.6%,78.9%
21K690,Brooklyn Studio Secondary School,2017-18,942,0,0,0,0,0,0,0,0,105,103,100,196,188,120,130,473,0.502,469,0.498,202,0.214,33,0.035,275,0.292,2,0.002,2,0.002,420,0.446,8,0.008,190,0.202,150,0.159,730,77.5%,75.3%
21K690,Brooklyn Studio Secondary School,2018-19,929,0,0,0,0,0,0,0,0,115,110,113,182,152,114,143,458,0.493,471,0.507,202,0.217,37,0.04,271,0.292,3,0.003,3,0.003,401,0.432,12,0.013,191,0.206,149,0.16,732,78.8%,74.2%
21K690,Brooklyn Studio Secondary School,2019-20,926,0,0,0,0,0,0,0,0,107,118,109,210,129,173,80,446,0.482,480,0.518,198,0.214,28,0.03,278,0.3,5,0.005,3,0.003,402,0.434,12,0.013,192,0.207,146,0.158,734,79.3%,78.3%
21K690,Brooklyn Studio Secondary School,2020-21,963,0,0,0,0,0,0,0,0,135,108,115,147,188,134,136,452,0.469,511,0.531,204,0.212,31,0.032,300,0.312,5,0.005,4,0.004,413,0.429,6,0.006,194,0.201,200,0.208,705,73.2%,75.8%
21K690,Brooklyn Studio Secondary School,2021-22,908,0,0,0,0,0,0,0,0,107,123,104,143,137,168,126,416,0.458,492,0.542,191,0.21,31,0.034,296,0.326,4,0.004,3,0.003,382,0.421,1,0.001,179,0.197,194,0.214,681,75.0%,79.1%
21K728,Liberation Diploma Plus,2017-18,225,0,0,0,0,0,0,0,0,0,0,0,38,86,46,55,99,0.44,126,0.56,4,0.018,117,0.52,82,0.364,0,0,1,0.004,21,0.093,0,0,80,0.356,9,0.04,200,88.9%,86.7%
21K728,Liberation Diploma Plus,2018-19,245,0,0,0,0,0,0,0,0,0,0,0,73,72,50,50,113,0.461,132,0.539,7,0.029,114,0.465,97,0.396,0,0,0,0,27,0.11,0,0,96,0.392,21,0.086,200,81.6%,87.1%
21K728,Liberation Diploma Plus,2019-20,223,0,0,0,0,0,0,0,0,0,0,0,72,76,33,42,104,0.466,119,0.534,8,0.036,95,0.426,90,0.404,2,0.009,0,0,25,0.112,3,0.013,88,0.395,12,0.054,192,86.1%,89.4%
21K728,Liberation Diploma Plus,2020-21,213,0,0,0,0,0,0,0,0,0,0,0,44,80,35,54,94,0.441,119,0.559,5,0.023,98,0.46,77,0.362,2,0.009,0,0,28,0.131,3,0.014,79,0.371,11,0.052,188,88.3%,89.2%
21K728,Liberation Diploma Plus,2021-22,194,0,0,0,0,0,0,0,0,0,0,0,40,74,37,43,84,0.433,110,0.567,6,0.031,93,0.479,71,0.366,2,0.01,0,0,21,0.108,1,0.005,79,0.407,15,0.077,176,90.7%,90.8%
21K840,Brooklyn's Daily Discovery Pre-K Center,2017-18,264,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0.508,130,0.492,73,0.277,9,0.034,72,0.273,0,0,2,0.008,108,0.409,0,0,38,0.144,0,0,161,61.0%,68.2%
21K840,Brooklyn's Daily Discovery Pre-K Center,2018-19,264,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0.5,132,0.5,58,0.22,6,0.023,73,0.277,0,0,3,0.011,124,0.47,0,0,44,0.167,0,0,173,65.5%,72.4%
21K840,Brooklyn's Daily Discovery Pre-K Center,2019-20,305,17,288,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0.452,167,0.548,72,0.236,15,0.049,90,0.295,0,0,9,0.03,119,0.39,0,0,57,0.187,0,0,184,60.3%,66.9%
21K840,Brooklyn's Daily Discovery Pre-K Center,2020-21,225,7,218,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0.48,117,0.52,55,0.244,12,0.053,39,0.173,0,0,13,0.058,105,0.467,1,0.004,38,0.169,1,0.004,122,54.2%,62.4%
21K840,Brooklyn's Daily Discovery Pre-K Center,2021-22,255,111,144,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0.506,126,0.494,74,0.29,12,0.047,67,0.263,0,0,4,0.016,98,0.384,0,0,52,0.204,0,0,96,37.6%,47.1%
22K014,J.H.S. 014 Shell Bank,2017-18,525,0,0,0,0,0,0,0,0,150,168,207,0,0,0,0,225,0.429,300,0.571,78,0.149,204,0.389,87,0.166,5,0.01,3,0.006,147,0.28,1,0.002,130,0.248,128,0.244,479,91.2%,82.7%
22K014,J.H.S. 014 Shell Bank,2018-19,527,0,0,0,0,0,0,0,0,164,170,193,0,0,0,0,233,0.442,294,0.558,83,0.157,189,0.359,82,0.156,4,0.008,3,0.006,165,0.313,1,0.002,117,0.222,138,0.262,466,88.4%,81.9%
22K014,J.H.S. 014 Shell Bank,2019-20,533,0,0,0,0,0,0,0,0,175,172,186,0,0,0,0,229,0.43,304,0.57,89,0.167,184,0.345,90,0.169,4,0.008,7,0.013,159,0.298,0,0,118,0.221,121,0.227,476,89.3%,85.7%
22K014,J.H.S. 014 Shell Bank,2020-21,528,0,0,0,0,0,0,0,0,164,181,183,0,0,0,0,234,0.443,294,0.557,87,0.165,183,0.347,95,0.18,2,0.004,3,0.006,158,0.299,0,0,130,0.246,126,0.239,477,90.3%,85.8%
22K014,J.H.S. 014 Shell Bank,2021-22,469,0,0,0,0,0,0,0,0,128,166,175,0,0,0,0,207,0.441,262,0.559,72,0.154,174,0.371,97,0.207,2,0.004,2,0.004,122,0.26,0,0,149,0.318,116,0.247,424,90.4%,85.7%
22K052,P.S. 052 Sheepshead Bay,2017-18,823,0,72,131,102,132,123,132,131,0,0,0,0,0,0,0,411,0.499,412,0.501,143,0.174,120,0.146,115,0.14,9,0.011,2,0.002,434,0.527,0,0,107,0.13,228,0.277,629,76.4%,70.1%
22K052,P.S. 052 Sheepshead Bay,2018-19,817,0,72,122,127,103,136,126,131,0,0,0,0,0,0,0,403,0.493,414,0.507,148,0.181,121,0.148,114,0.14,9,0.011,4,0.005,421,0.515,0,0,114,0.14,212,0.259,624,76.4%,71.8%
22K052,P.S. 052 Sheepshead Bay,2019-20,803,0,72,131,111,128,102,130,129,0,0,0,0,0,0,0,390,0.486,413,0.514,135,0.168,104,0.13,116,0.144,9,0.011,3,0.004,436,0.543,0,0,116,0.144,204,0.254,616,76.7%,72.8%
22K052,P.S. 052 Sheepshead Bay,2020-21,762,0,67,106,118,109,135,106,121,0,0,0,0,0,0,0,378,0.496,384,0.504,132,0.173,84,0.11,107,0.14,9,0.012,6,0.008,424,0.556,0,0,109,0.143,224,0.294,624,81.9%,72.4%
22K052,P.S. 052 Sheepshead Bay,2021-22,711,0,66,107,95,115,101,122,105,0,0,0,0,0,0,0,362,0.509,349,0.491,126,0.177,95,0.134,103,0.145,11,0.015,4,0.006,372,0.523,0,0,116,0.163,212,0.298,573,80.6%,73.1%
22K078,J.H.S. 078 Roy H. Mann,2017-18,567,0,0,0,0,0,0,0,0,189,180,198,0,0,0,0,262,0.462,305,0.538,39,0.069,398,0.702,52,0.092,4,0.007,2,0.004,69,0.122,3,0.005,149,0.263,38,0.067,482,85.0%,70.3%
22K078,J.H.S. 078 Roy H. Mann,2018-19,569,0,0,0,0,0,0,0,0,189,194,186,0,0,0,0,261,0.459,308,0.541,38,0.067,375,0.659,61,0.107,8,0.014,7,0.012,78,0.137,2,0.004,142,0.25,36,0.063,427,75.0%,64.6%
22K078,J.H.S. 078 Roy H. Mann,2019-20,548,0,0,0,0,0,0,0,0,165,188,195,0,0,0,0,251,0.458,297,0.542,33,0.06,344,0.628,76,0.139,8,0.015,5,0.009,82,0.15,0,0,148,0.27,28,0.051,380,69.3%,67.4%
22K078,J.H.S. 078 Roy H. Mann,2020-21,511,0,0,0,0,0,0,0,0,161,169,181,0,0,0,0,243,0.476,268,0.524,41,0.08,308,0.603,75,0.147,7,0.014,5,0.01,75,0.147,0,0,136,0.266,27,0.053,374,73.2%,66.9%
22K078,J.H.S. 078 Roy H. Mann,2021-22,500,0,0,0,0,0,0,0,0,165,157,178,0,0,0,0,255,0.51,245,0.49,49,0.098,284,0.568,75,0.15,8,0.016,1,0.002,82,0.164,1,0.002,143,0.286,32,0.064,338,67.6%,65.6%
22K109,P.S. 109,2017-18,681,0,28,60,59,58,63,76,75,62,98,102,0,0,0,0,322,0.473,359,0.527,12,0.018,545,0.8,99,0.145,1,0.001,7,0.01,16,0.023,1,0.001,174,0.256,41,0.06,594,87.2%,75.0%
22K109,P.S. 109,2018-19,582,0,21,39,56,52,60,58,67,74,62,93,0,0,0,0,279,0.479,303,0.521,11,0.019,457,0.785,89,0.153,2,0.003,7,0.012,15,0.026,1,0.002,168,0.289,31,0.053,493,84.7%,72.9%
22K109,P.S. 109,2019-20,516,0,29,36,47,49,53,54,61,62,66,59,0,0,0,0,238,0.461,278,0.539,14,0.027,391,0.758,87,0.169,6,0.012,7,0.014,11,0.021,0,0,142,0.275,47,0.091,442,85.7%,77.5%
22K109,P.S. 109,2020-21,506,0,24,57,34,43,53,51,56,67,56,65,0,0,0,0,237,0.468,269,0.532,17,0.034,376,0.743,89,0.176,4,0.008,8,0.016,12,0.024,0,0,151,0.298,43,0.085,439,86.8%,77.7%
22K109,P.S. 109,2021-22,476,0,15,43,56,34,36,54,56,64,64,54,0,0,0,0,217,0.456,259,0.544,21,0.044,367,0.771,66,0.139,6,0.013,9,0.019,7,0.015,0,0,142,0.298,37,0.078,398,83.6%,75.9%
22K119,P.S. 119 Amersfort,2017-18,442,0,34,46,40,56,84,95,87,0,0,0,0,0,0,0,192,0.434,250,0.566,73,0.165,276,0.624,65,0.147,8,0.018,3,0.007,17,0.038,0,0,72,0.163,41,0.093,324,73.3%,72.6%
22K119,P.S. 119 Amersfort,2018-19,447,0,34,56,42,50,98,81,86,0,0,0,0,0,0,0,216,0.483,231,0.517,83,0.186,262,0.586,68,0.152,13,0.029,4,0.009,17,0.038,0,0,77,0.172,34,0.076,325,72.7%,72.9%
22K119,P.S. 119 Amersfort,2019-20,434,0,36,48,60,48,81,89,72,0,0,0,0,0,0,0,216,0.498,218,0.502,93,0.214,242,0.558,65,0.15,9,0.021,4,0.009,21,0.048,0,0,67,0.154,38,0.088,339,78.1%,72.9%
22K119,P.S. 119 Amersfort,2020-21,423,0,29,50,54,59,64,80,87,0,0,0,0,0,0,0,212,0.501,211,0.499,98,0.232,234,0.553,61,0.144,10,0.024,3,0.007,17,0.04,0,0,71,0.168,40,0.095,310,73.3%,72.2%
22K119,P.S. 119 Amersfort,2021-22,396,0,36,47,54,54,71,63,71,0,0,0,0,0,0,0,204,0.515,192,0.485,99,0.25,225,0.568,48,0.121,9,0.023,1,0.003,14,0.035,0,0,59,0.149,42,0.106,272,68.7%,69.1%
22K134,P.S. K134,2017-18,570,0,0,81,105,98,103,90,93,0,0,0,0,0,0,0,289,0.507,281,0.493,249,0.437,32,0.056,62,0.109,2,0.004,9,0.016,216,0.379,0,0,79,0.139,126,0.221,454,79.6%,85.0%
22K134,P.S. K134,2018-19,587,0,0,117,80,96,100,100,94,0,0,0,0,0,0,0,296,0.504,291,0.496,273,0.465,21,0.036,48,0.082,2,0.003,8,0.014,235,0.4,0,0,83,0.141,101,0.172,520,88.6%,84.9%
22K134,P.S. K134,2019-20,608,0,0,102,116,86,101,100,103,0,0,0,0,0,0,0,298,0.49,310,0.51,280,0.461,19,0.031,47,0.077,3,0.005,8,0.013,251,0.413,0,0,85,0.14,74,0.122,518,85.2%,82.7%
22K134,P.S. K134,2020-21,571,0,0,87,97,108,85,98,96,0,0,0,0,0,0,0,273,0.478,298,0.522,260,0.455,18,0.032,48,0.084,4,0.007,7,0.012,234,0.41,0,0,84,0.147,90,0.158,490,85.8%,78.5%
22K134,P.S. K134,2021-22,519,0,0,83,83,87,102,74,90,0,0,0,0,0,0,0,230,0.443,289,0.557,230,0.443,13,0.025,37,0.071,5,0.01,8,0.015,226,0.435,0,0,81,0.156,106,0.204,446,85.9%,77.3%
22K139,P.S. 139 Alexine A. Fenty,2017-18,992,0,69,159,157,149,137,163,158,0,0,0,0,0,0,0,493,0.497,499,0.503,194,0.196,253,0.255,405,0.408,24,0.024,10,0.01,106,0.107,0,0,184,0.185,172,0.173,809,81.6%,75.3%
22K139,P.S. 139 Alexine A. Fenty,2018-19,949,0,69,136,159,147,148,129,161,0,0,0,0,0,0,0,455,0.479,494,0.521,184,0.194,229,0.241,397,0.418,28,0.03,6,0.006,105,0.111,0,0,172,0.181,142,0.15,759,80.0%,74.1%
22K139,P.S. 139 Alexine A. Fenty,2019-20,896,0,72,128,132,150,146,135,133,0,0,0,0,0,0,0,432,0.482,464,0.518,162,0.181,199,0.222,382,0.426,34,0.038,7,0.008,112,0.125,0,0,149,0.166,124,0.138,683,76.2%,73.5%
22K139,P.S. 139 Alexine A. Fenty,2020-21,834,0,65,102,122,129,143,135,138,0,0,0,0,0,0,0,386,0.463,448,0.537,143,0.171,183,0.219,344,0.412,37,0.044,10,0.012,117,0.14,0,0,134,0.161,105,0.126,643,77.1%,71.9%
22K139,P.S. 139 Alexine A. Fenty,2021-22,766,0,61,115,99,114,115,128,134,0,0,0,0,0,0,0,353,0.461,413,0.539,112,0.146,152,0.198,319,0.416,42,0.055,12,0.016,129,0.168,0,0,128,0.167,111,0.145,540,70.5%,68.4%
22K152,School of Science & Technology,2017-18,734,0,35,92,107,109,121,110,160,0,0,0,0,0,0,0,346,0.471,388,0.529,47,0.064,442,0.602,201,0.274,7,0.01,7,0.01,30,0.041,0,0,167,0.228,124,0.169,592,80.7%,82.4%
22K152,School of Science & Technology,2018-19,655,0,36,95,89,102,112,111,110,0,0,0,0,0,0,0,322,0.492,333,0.508,50,0.076,379,0.579,185,0.282,5,0.008,5,0.008,31,0.047,0,0,137,0.209,110,0.168,509,77.7%,80.5%
22K152,School of Science & Technology,2019-20,595,0,36,81,90,77,104,105,102,0,0,0,0,0,0,0,279,0.469,316,0.531,54,0.091,342,0.575,168,0.282,10,0.017,3,0.005,18,0.03,0,0,127,0.213,91,0.153,493,82.9%,84.3%
22K152,School of Science & Technology,2020-21,558,0,34,79,75,85,78,103,104,0,0,0,0,0,0,0,256,0.459,302,0.541,52,0.093,317,0.568,139,0.249,8,0.014,7,0.013,34,0.061,1,0.002,130,0.233,70,0.125,445,79.7%,81.4%
22K152,School of Science & Technology,2021-22,511,0,35,84,73,72,84,70,93,0,0,0,0,0,0,0,244,0.477,267,0.523,51,0.1,277,0.542,137,0.268,11,0.022,7,0.014,28,0.055,0,0,110,0.215,80,0.157,393,76.9%,78.8%
22K193,P.S. 193 Gil Hodges,2017-18,758,0,18,113,94,137,121,147,128,0,0,0,0,0,0,0,367,0.484,391,0.516,135,0.178,342,0.451,108,0.142,13,0.017,27,0.036,133,0.175,0,0,158,0.208,156,0.206,579,76.4%,66.1%
22K193,P.S. 193 Gil Hodges,2018-19,703,0,17,89,115,98,129,115,140,0,0,0,0,0,0,0,347,0.494,356,0.506,118,0.168,293,0.417,98,0.139,14,0.02,39,0.055,141,0.201,0,0,156,0.222,133,0.189,508,72.3%,65.1%
22K193,P.S. 193 Gil Hodges,2019-20,652,0,18,109,93,110,94,115,113,0,0,0,0,0,0,0,326,0.5,326,0.5,109,0.167,244,0.374,91,0.14,19,0.029,42,0.064,147,0.225,0,0,136,0.209,122,0.187,495,75.9%,68.9%
22K193,P.S. 193 Gil Hodges,2020-21,585,0,18,73,108,90,100,87,109,0,0,0,0,0,0,0,296,0.506,289,0.494,96,0.164,196,0.335,87,0.149,18,0.031,40,0.068,147,0.251,1,0.002,126,0.215,126,0.215,413,70.6%,68.7%
22K193,P.S. 193 Gil Hodges,2021-22,484,10,17,69,62,93,75,85,73,0,0,0,0,0,0,0,256,0.529,228,0.471,75,0.155,139,0.287,76,0.157,10,0.021,25,0.052,158,0.326,1,0.002,84,0.174,98,0.202,376,77.7%,69.6%
22K194,P.S. 194 Raoul Wallenberg,2017-18,590,0,54,83,95,88,91,84,95,0,0,0,0,0,0,0,301,0.51,289,0.49,64,0.108,272,0.461,117,0.198,2,0.003,4,0.007,130,0.22,1,0.002,152,0.258,70,0.119,521,88.3%,90.4%
22K194,P.S. 194 Raoul Wallenberg,2018-19,557,0,60,64,84,97,76,89,87,0,0,0,0,0,0,0,284,0.51,273,0.49,65,0.117,258,0.463,111,0.199,5,0.009,2,0.004,115,0.206,1,0.002,162,0.291,72,0.129,499,89.6%,91.8%
22K194,P.S. 194 Raoul Wallenberg,2019-20,545,0,59,80,73,74,98,73,88,0,0,0,0,0,0,0,275,0.505,270,0.495,83,0.152,251,0.461,100,0.183,3,0.006,2,0.004,106,0.194,0,0,165,0.303,61,0.112,483,88.6%,90.9%
22K194,P.S. 194 Raoul Wallenberg,2020-21,505,0,50,73,73,76,71,93,69,0,0,0,0,0,0,0,249,0.493,256,0.507,79,0.156,232,0.459,98,0.194,5,0.01,6,0.012,85,0.168,0,0,143,0.283,67,0.133,433,85.7%,87.2%
22K194,P.S. 194 Raoul Wallenberg,2021-22,487,0,47,79,69,74,58,70,90,0,0,0,0,0,0,0,232,0.476,255,0.524,86,0.177,207,0.425,107,0.22,4,0.008,5,0.01,78,0.16,0,0,129,0.265,65,0.133,414,85.0%,86.1%
22K195,P.S. 195 Manhattan Beach,2017-18,481,0,18,70,80,82,73,75,83,0,0,0,0,0,0,0,237,0.493,244,0.507,15,0.031,9,0.019,8,0.017,4,0.008,1,0.002,444,0.923,0,0,30,0.062,82,0.17,155,32.2%,31.8%
22K195,P.S. 195 Manhattan Beach,2018-19,484,0,17,70,77,82,87,77,74,0,0,0,0,0,0,0,242,0.5,242,0.5,13,0.027,6,0.012,8,0.017,5,0.01,1,0.002,451,0.932,0,0,35,0.072,79,0.163,148,30.6%,29.3%
22K195,P.S. 195 Manhattan Beach,2019-20,486,0,16,72,79,78,78,88,75,0,0,0,0,0,0,0,252,0.519,234,0.481,9,0.019,6,0.012,8,0.016,4,0.008,0,0,459,0.944,0,0,34,0.07,77,0.158,146,30.0%,29.5%
22K195,P.S. 195 Manhattan Beach,2020-21,401,0,15,52,65,68,65,65,71,0,0,0,0,0,0,0,216,0.539,185,0.461,5,0.012,6,0.015,6,0.015,5,0.012,0,0,379,0.945,0,0,30,0.075,83,0.207,109,27.2%,28.5%
22K195,P.S. 195 Manhattan Beach,2021-22,324,0,11,54,45,55,55,49,55,0,0,0,0,0,0,0,165,0.509,159,0.491,5,0.015,3,0.009,4,0.012,2,0.006,0,0,310,0.957,0,0,29,0.09,64,0.198,105,32.4%,29.7%
22K197,P.S. 197 - The Kings Highway Academy,2017-18,664,0,67,114,93,99,104,104,83,0,0,0,0,0,0,0,347,0.523,317,0.477,85,0.128,68,0.102,81,0.122,4,0.006,13,0.02,413,0.622,0,0,119,0.179,183,0.276,429,64.6%,69.1%
22K197,P.S. 197 - The Kings Highway Academy,2018-19,769,0,71,156,120,93,110,107,112,0,0,0,0,0,0,0,398,0.518,371,0.482,133,0.173,69,0.09,85,0.111,5,0.007,10,0.013,467,0.607,0,0,134,0.174,223,0.29,491,63.8%,68.8%
22K197,P.S. 197 - The Kings Highway Academy,2019-20,857,0,72,159,177,124,96,110,119,0,0,0,0,0,0,0,438,0.511,419,0.489,192,0.224,68,0.079,85,0.099,7,0.008,8,0.009,497,0.58,0,0,142,0.166,273,0.319,583,68.0%,71.6%
22K197,P.S. 197 - The Kings Highway Academy,2020-21,855,0,57,163,147,162,114,100,112,0,0,0,0,0,0,0,433,0.506,422,0.494,181,0.212,85,0.099,84,0.098,10,0.012,6,0.007,488,0.571,1,0.001,132,0.154,271,0.317,566,66.2%,69.1%
22K197,P.S. 197 - The Kings Highway Academy,2021-22,864,15,54,130,164,138,151,113,99,0,0,0,0,0,0,0,446,0.516,418,0.484,211,0.244,74,0.086,89,0.103,10,0.012,7,0.008,472,0.546,1,0.001,129,0.149,298,0.345,563,65.2%,68.5%
22K198,P.S. 198 Brooklyn,2017-18,390,0,29,50,56,51,64,65,75,0,0,0,0,0,0,0,186,0.477,204,0.523,13,0.033,333,0.854,36,0.092,0,0,4,0.01,4,0.01,0,0,88,0.226,12,0.031,326,83.6%,75.0%
22K198,P.S. 198 Brooklyn,2018-19,408,0,35,67,61,60,58,68,59,0,0,0,0,0,0,0,205,0.502,203,0.498,12,0.029,338,0.828,42,0.103,1,0.002,9,0.022,6,0.015,0,0,93,0.228,6,0.015,333,81.6%,75.5%
22K198,P.S. 198 Brooklyn,2019-20,391,0,26,46,72,59,57,59,72,0,0,0,0,0,0,0,203,0.519,188,0.481,10,0.026,330,0.844,40,0.102,1,0.003,4,0.01,6,0.015,0,0,91,0.233,5,0.013,317,81.1%,75.7%
